target,length,iteration,apo_holo_rmsd,complex_plddt,iptm,helix_loss
7v11,132,1,3.0720417,0.7435645461082458,0.7833302021026611,-0.03390241328319099
7v11,145,2,1.6106795,0.850161612033844,0.9351386427879333,-0.07037269461182505
7v11,136,1,0.57690597,0.8961620330810547,0.9189364314079285,-0.28049296100812954
7v11,147,2,1.0673144,0.8800308108329773,0.9450134634971619,-0.00925869701889348
